SOC,SOH,Operating conditions,DischargingBattery,Temperature(°C),Initial capacity (Ah),EOL capacity(Ah),Current(A),Cut-off voltage(V)
96,99,Constant current discharge,Yes,25.3,1993,927.6,10.1,3.2
95,99,Constant current discharge,Yes,24.7,1991,997.8,10.4,3.1
78,97,Constant current discharge,Yes,24.1,2010,936.2,10.4,3.2
99,98,Constant current discharge,Yes,24.7,2010,986.5,10.1,3.2
100,100,Constant current discharge,Yes,25.2,2010,1025,10.4,3.1
70,95,Constant current discharge,Yes,23.5,1859,912.5,9.8,3.2
100,100,Constant current discharge,Yes,24.9,2010,987.8,10.4,3.1
81,98,Constant current discharge,Yes,25.1,2010,985.3,10.3,3.2
65,93,Constant current discharge,Yes,23.5,1833,912.5,10.1,3.2
86,99,Constant current discharge,Yes,24.9,1965,1006,10.2,3.2
74,94,Constant current discharge,Yes,23.8,1842,922.8,10,3.2
69,93,Constant current discharge,Yes,23.5,1874,912.5,9.5,3.2
73,95,Constant current discharge,Yes,23.5,1862,912.5,9.4,3.2
95,98,Constant current discharge,Yes,24.8,2010,1006.1,10.4,3.1
66,93,Constant current discharge,Yes,23.5,1824,924.1,9.6,3.2
95,99,Constant current discharge,Yes,23.5,1969,989.7,9.9,3.2
76,94,Constant current discharge,Yes,23.5,1807,912.5,9.7,3.2
85,99,Constant current discharge,Yes,24,1955,948.6,10,3.2
96,98,Constant current discharge,Yes,25.1,1969,1004,10.2,3.2
100,100,Constant current discharge,Yes,25.1,2010,980.3,10.3,3.1
73,93,Constant current discharge,Yes,23.5,1870,912.5,9.5,3.2
71,94,Constant current discharge,Yes,23.8,1869,912.5,9.7,3.2
64,91,Constant current discharge,Yes,23.9,1880,912.5,9.6,3.2
68,92,Constant current discharge,Yes,23.9,1848,912.5,10.3,3.2
72,93,Constant current discharge,Yes,23.8,1871,916.1,9.7,3.2
66,92,Constant current discharge,Yes,23.6,1856,912.5,9.6,3.2
60,99,Constant current discharge,Yes,23.6,1845,928.6,9.6,3.2
100,100,Constant current discharge,Yes,25,2010,997,10.4,3.1
95,100,Constant current discharge,Yes,24.9,2010,989.9,10.2,3.1
89,98,Constant current discharge,Yes,25,2010,1000.7,10.4,3.1
63,93,Constant current discharge,Yes,23.5,1826,913.5,9.6,3.2
68,91,Constant current discharge,Yes,23.5,1812,912.5,9.6,3.2
100,97,Constant current discharge,Yes,25.1,2009,975.6,10,3.2
69,91,Constant current discharge,Yes,24.1,1847,939.8,9.6,3.2
90,95,Constant current discharge,Yes,24.9,1912,995.9,10,3.2
100,98,Constant current discharge,Yes,25.1,2010,995.7,10.4,3.1
60,91,Constant current discharge,Yes,23.7,1835,912.5,9.7,3.2
60,91,Constant current discharge,Yes,23.5,1823,912.5,9.6,3.2
70,93,Constant current discharge,Yes,23.9,1790,912.5,9.8,3.2
92,99,Constant current discharge,Yes,24.7,1935,982.4,10.4,3.1
71,92,Constant current discharge,Yes,23.5,1859,916.2,9.7,3.2
66,93,Constant current discharge,Yes,23.5,1880,912.5,9.7,3.2
75,98,Constant current discharge,Yes,23.8,2010,995.4,10.2,3.2
97,99,Constant current discharge,Yes,24.8,1988,996.2,10.3,3.1
61,92,Constant current discharge,Yes,23.5,1848,912.5,10.3,3.2
66,91,Constant current discharge,Yes,23.5,1854,915.9,10,3.2
73,93,Constant current discharge,Yes,23.6,1867,912.5,9.7,3.2
85,99,Constant current discharge,Yes,25.3,2010,966,10.4,3.1
100,100,Constant current discharge,Yes,25.2,2010,995.4,10.4,3.1
70,93,Constant current discharge,Yes,23.6,1807,912.5,9.5,3.2
62,93,Constant current discharge,Yes,24.1,1980,912.5,9.7,3.2
63,93,Constant current discharge,Yes,23.5,1851,912.5,9.6,3.2
74,92,Constant current discharge,Yes,23.5,1875,912.5,9.5,3.2
67,93,Constant current discharge,Yes,23.5,1887,932.3,10,3.2
60,95,Constant current discharge,Yes,24,1875,912.5,9.7,3.2
100,98,Constant current discharge,Yes,25.3,2010,1023.2,10.4,3.1
70,93,Constant current discharge,Yes,23.8,1851,912.5,9.8,3.2
63,94,Constant current discharge,Yes,23.9,1831,912.5,9.8,3.2
95,100,Constant current discharge,Yes,24.9,2010,977.4,10.2,3.2
87,98,Constant current discharge,Yes,25,1968,976.4,10.2,3.1
100,99,Constant current discharge,Yes,25.3,2000,993.3,10.3,3.1
100,100,Constant current discharge,Yes,25.2,2010,1007.6,10.4,3.1
55,92,Constant current discharge,Yes,23.8,1835,912.5,9.7,3.2
69,93,Constant current discharge,Yes,24,1860,912.5,10.3,3.2
66,92,Constant current discharge,Yes,23.5,1886,912.5,9.4,3.2
96,100,Constant current discharge,Yes,25.2,1974,1004.9,10.2,3.1
57,93,Constant current discharge,Yes,23.7,1836,916.1,10.3,3.2
99,97,Constant current discharge,Yes,24.9,1973,958.6,10.2,3.1
100,100,Constant current discharge,Yes,25,2010,984.9,10.4,3.1
74,94,Constant current discharge,Yes,23.8,1984,984.7,10.4,3.2
64,91,Constant current discharge,Yes,23.5,1808,912.5,9.6,3.2
78,98,Constant current discharge,Yes,24.5,2010,958.2,10,3.1
88,96,Constant current discharge,Yes,25,2010,980.1,10.2,3.1
91,94,Constant current discharge,Yes,23.9,1838,959.8,10.1,3.2
72,94,Constant current discharge,Yes,23.5,1877,912.5,9.7,3.2
89,98,Constant current discharge,Yes,24.9,1999,935.8,9.6,3.1
92,99,Constant current discharge,Yes,25.2,1970,978.7,10.2,3.2
95,99,Constant current discharge,Yes,24.9,2010,1002.8,10.3,3.1
96,100,Constant current discharge,Yes,25,2010,965.1,9.9,3.1
73,94,Constant current discharge,Yes,23.6,1860,912.5,9.7,3.2
65,93,Constant current discharge,Yes,23.5,1846,921,9.8,3.2
96,100,Constant current discharge,Yes,25.2,2010,997.1,10.4,3.1
92,100,Constant current discharge,Yes,24.7,2010,986,10.4,3.1
100,99,Constant current discharge,Yes,25,2010,982,9.9,3.2
96,99,Constant current discharge,Yes,25.2,1981,980.8,10.3,3.1
97,100,Constant current discharge,Yes,24.9,2002,970.4,10.4,3.1
63,93,Constant current discharge,Yes,23.5,1840,912.5,9.5,3.2
92,100,Constant current discharge,Yes,24.9,2002,981.5,10.3,3.2
94,98,Constant current discharge,Yes,24.2,1975,989.4,10.2,3.2
83,100,Constant current discharge,Yes,25.1,1986,975.2,10,3.2
100,100,Constant current discharge,Yes,25,1950,974.1,10.3,3.1
96,99,Constant current discharge,Yes,25.3,2010,981.7,10.3,3.1
98,99,Constant current discharge,Yes,25.1,2010,994.2,10.2,3.1
96,99,Constant current discharge,Yes,24.7,2010,985.8,10.4,3.2
66,94,Constant current discharge,Yes,23.8,1817,915.8,10.1,3.2
69,93,Constant current discharge,Yes,23.5,1852,913.7,9.7,3.2
89,91,Constant current discharge,Yes,24.6,1840,923.1,9.9,3.2
98,98,Constant current discharge,Yes,24.9,1986,989.9,10.1,3.2
61,92,Constant current discharge,Yes,24,1894,912.5,10.1,3.2
66,93,Constant current discharge,Yes,23.6,1856,912.5,9.6,3.2
62,94,Constant current discharge,Yes,23.9,1842,915.3,9.7,3.2
100,98,Constant current discharge,Yes,24.6,1971,1008.4,10,3.1
64,92,Constant current discharge,Yes,24,1861,912.5,9.7,3.2
77,93,Constant current discharge,Yes,23.8,1850,973,9.6,3.1
97,99,Constant current discharge,Yes,24.8,1995,968.8,10,3.1
66,94,Constant current discharge,Yes,23.7,1788,912.5,9.7,3.2
93,98,Constant current discharge,Yes,25.3,1998,995.5,10.4,3.2
61,98,Constant current discharge,Yes,23.8,1852,990.8,10.1,3.2
86,99,Constant current discharge,Yes,24,1942,928,9.9,3.2
70,94,Constant current discharge,Yes,23.6,1786,919.9,9.5,3.2
92,99,Constant current discharge,Yes,25.1,2010,980.7,10.3,3.1
100,100,Constant current discharge,Yes,25.2,2010,1025,10.4,3.1
91,100,Constant current discharge,Yes,24.9,2010,969,10,3.2
58,93,Constant current discharge,Yes,23.5,1824,924.8,9.5,3.2
91,92,Constant current discharge,Yes,24,1817,922.2,9.9,3.2
66,94,Constant current discharge,Yes,23.5,1879,912.5,9.7,3.2
96,94,Constant current discharge,Yes,23.5,1819,927.3,10.1,3.2
72,92,Constant current discharge,Yes,23.5,1819,912.5,9.9,3.2
85,98,Constant current discharge,Yes,25,1952,979.2,10.3,3.1
100,99,Constant current discharge,Yes,24.9,2010,979.9,10.3,3.1
70,92,Constant current discharge,Yes,24,1831,912.5,9.5,3.2
99,98,Constant current discharge,Yes,24.9,2010,964.8,10.3,3.2
100,100,Constant current discharge,Yes,25.3,2010,991,10.4,3.1
71,92,Constant current discharge,Yes,23.5,1839,912.5,9.6,3.2
56,94,Constant current discharge,Yes,23.8,1834,912.5,9.7,3.2
64,92,Constant current discharge,Yes,23.6,1824,912.5,9.7,3.2
65,92,Constant current discharge,Yes,23.5,1816,912.5,9.6,3.2
71,93,Constant current discharge,Yes,23.6,1870,912.5,10,3.2
95,98,Constant current discharge,Yes,24.8,2010,982.8,10.4,3.1
95,100,Constant current discharge,Yes,25,2010,1001.2,10.3,3.1
82,93,Constant current discharge,Yes,24.9,1997,912.5,10,3.2
62,93,Constant current discharge,Yes,23.5,1810,927.6,9.7,3.2
59,94,Constant current discharge,Yes,23.7,1856,918.6,9.6,3.2
75,93,Constant current discharge,Yes,23.6,1861,921.6,10.1,3.2
86,98,Constant current discharge,Yes,24,1989,912.5,9.7,3.2
91,99,Constant current discharge,Yes,25,2010,996.5,10.3,3.2
70,93,Constant current discharge,Yes,23.5,1845,922.5,9.4,3.2
87,98,Constant current discharge,Yes,24.9,1981,979.7,10,3.2
66,92,Constant current discharge,Yes,23.6,1889,912.5,10.2,3.2
63,91,Constant current discharge,Yes,23.8,1853,912.5,9.6,3.2
78,97,Constant current discharge,Yes,25,1834,919.6,10.2,3.2
86,98,Constant current discharge,Yes,24.7,2005,959.2,10.1,3.2
73,94,Constant current discharge,Yes,23.5,1819,930.9,9.8,3.2
89,99,Constant current discharge,Yes,24,1964,915.7,10.3,3.2
94,98,Constant current discharge,Yes,24.5,2007,956.7,9.8,3.1
60,93,Constant current discharge,Yes,24,1856,988.6,9.4,3.2
66,94,Constant current discharge,Yes,24.1,1914,912.5,9.5,3.2
65,94,Constant current discharge,Yes,23.5,1862,912.5,9.6,3.2
91,99,Constant current discharge,Yes,24.9,2010,1000.6,10.4,3.2
100,100,Constant current discharge,Yes,25.1,2010,989.3,10.4,3.1
60,94,Constant current discharge,Yes,23.5,1914,912.5,10.2,3.2
63,93,Constant current discharge,Yes,23.5,1820,927.5,9.7,3.2
75,98,Constant current discharge,Yes,23.9,1972,921.3,9.6,3.2
55,93,Constant current discharge,Yes,23.6,1824,914.7,9.6,3.2
60,92,Constant current discharge,Yes,23.5,1810,912.5,9.9,3.2
73,92,Constant current discharge,Yes,23.8,1775,917.4,9.9,3.2
70,93,Constant current discharge,Yes,23.7,1861,912.5,9.8,3.2
98,99,Constant current discharge,Yes,25.1,1968,987.4,10.2,3.1
64,92,Constant current discharge,Yes,23.5,1851,912.5,9.8,3.2
92,97,Constant current discharge,Yes,24.6,1983,990.5,9.9,3.1
65,92,Constant current discharge,Yes,24,1785,912.5,9.7,3.2
80,93,Constant current discharge,Yes,24,1845,941.4,9.9,3.2
75,94,Constant current discharge,Yes,23.6,1853,912.5,9.8,3.2
57,92,Constant current discharge,Yes,23.5,1865,914.6,9.5,3.2
81,97,Constant current discharge,Yes,24.4,1991,969.2,10.4,3.2
99,100,Constant current discharge,Yes,25.3,2010,1000.3,10.3,3.2
67,93,Constant current discharge,Yes,23.6,1852,912.5,9.4,3.2
96,98,Constant current discharge,Yes,24.6,1985,961.8,10.4,3.2
90,100,Constant current discharge,Yes,24.8,1993,1020.9,10.1,3.1
93,98,Constant current discharge,Yes,25.1,1996,992,10.1,3.1
67,93,Constant current discharge,Yes,23.6,1881,912.5,9.5,3.2
74,92,Constant current discharge,Yes,23.5,1858,925.6,9.5,3.2
100,99,Constant current discharge,Yes,25.1,2010,993.1,10.3,3.1
58,98,Constant current discharge,Yes,24.8,1992,923.6,10.2,3.2
67,93,Constant current discharge,Yes,23.6,1878,912.5,9.6,3.2
70,94,Constant current discharge,Yes,23.8,1843,916.4,10.1,3.2
100,99,Constant current discharge,Yes,25.1,1989,991.5,10.2,3.2
70,95,Constant current discharge,Yes,23.9,1864,912.5,9.7,3.2
87,97,Constant current discharge,Yes,24.6,1994,991.1,10.2,3.2
67,92,Constant current discharge,Yes,23.5,1876,912.5,9.6,3.2
100,99,Constant current discharge,Yes,25,2000,912.5,10.2,3.1
95,99,Constant current discharge,Yes,25,1990,1005.7,10.3,3.1
66,92,Constant current discharge,Yes,23.6,1840,912.5,9.6,3.2
71,98,Constant current discharge,Yes,24.3,1925,984.8,10.1,3.1
69,93,Constant current discharge,Yes,23.6,1834,912.5,9.8,3.2
93,98,Constant current discharge,Yes,24.7,1997,974.5,10.2,3.2
93,98,Constant current discharge,Yes,25.3,1980,981,10.2,3.2
96,99,Constant current discharge,Yes,24.1,2010,977.8,10,3.2
95,98,Constant current discharge,Yes,25.1,1985,951.3,10.3,3.1
64,95,Constant current discharge,Yes,23.8,1859,918.7,9.8,3.2
100,99,Constant current discharge,Yes,24.9,2010,1020.5,10,3.1
89,93,Constant current discharge,Yes,23.9,1872,973.6,10,3.2
55,93,Constant current discharge,Yes,23.5,1885,912.5,9.7,3.2
57,92,Constant current discharge,Yes,23.6,1791,931.2,9.6,3.2
74,94,Constant current discharge,Yes,23.6,1852,916.1,9.7,3.2
67,94,Constant current discharge,Yes,24.2,1978,1001.3,9.6,3.1
93,99,Constant current discharge,Yes,24.8,2010,1006.3,10.3,3.1
92,97,Constant current discharge,Yes,25.3,1958,965.5,10.3,3.2
100,100,Constant current discharge,Yes,25.1,2010,1008.6,10.4,3.1
60,95,Constant current discharge,Yes,23.7,1839,912.5,9.8,3.2
95,99,Constant current discharge,Yes,25.1,1994,1006.8,10.2,3.1
68,93,Constant current discharge,Yes,23.7,1845,912.5,9.5,3.2
59,95,Constant current discharge,Yes,23.8,1870,912.6,9.7,3.2
55,93,Constant current discharge,Yes,23.5,1818,912.5,9.6,3.2
95,92,Constant current discharge,Yes,24.1,1820,916.5,10,3.2
71,98,Constant current discharge,Yes,23.8,1975,962.3,9.8,3.2
93,98,Constant current discharge,Yes,24.7,1958,993.4,10.4,3.2
64,93,Constant current discharge,Yes,23.5,1857,912.5,9.8,3.2
95,99,Constant current discharge,Yes,25.1,2006,988.8,10.2,3.2
93,98,Constant current discharge,Yes,25.2,1972,985.9,10.4,3.1
67,97,Constant current discharge,Yes,23.9,1987,959.3,10.1,3.2
100,100,Constant current discharge,Yes,25.1,2010,989.4,10.4,3.1
82,100,Constant current discharge,Yes,25,2010,989.8,10.4,3.2
100,98,Constant current discharge,Yes,24.8,2010,978.9,10.3,3.1
97,100,Constant current discharge,Yes,24.8,2010,992.4,10.4,3.1
94,98,Constant current discharge,Yes,24.6,1973,984.3,10.2,3.2
87,93,Constant current discharge,Yes,23.7,1984,912.5,10.1,3.2
90,99,Constant current discharge,Yes,24.8,1933,923.9,10.2,3.2
78,94,Constant current discharge,Yes,23.5,1816,922.1,9.5,3.2
88,99,Constant current discharge,Yes,24.6,1983,975.1,10.4,3.1
64,95,Constant current discharge,Yes,23.5,1859,914.2,9.7,3.2
62,99,Constant current discharge,Yes,24.8,1961,925.1,10,3.2
94,98,Constant current discharge,Yes,24.8,2010,989.2,10.4,3.2
61,93,Constant current discharge,Yes,23.6,1806,912.5,9.4,3.2
94,98,Constant current discharge,Yes,24.7,1974,989.8,10.4,3.2
76,96,Constant current discharge,Yes,24.6,1955,954.8,10.3,3.1
89,99,Constant current discharge,Yes,24.9,2010,985.6,9.9,3.1
63,91,Constant current discharge,Yes,23.6,1846,912.5,9.6,3.2
62,92,Constant current discharge,Yes,24.5,1857,926,10.3,3.2
100,100,Constant current discharge,Yes,24.8,2010,1014.4,10.4,3.1
97,100,Constant current discharge,Yes,24.8,2010,990.3,10.3,3.1
95,100,Constant current discharge,Yes,24.7,2010,975.9,10.1,3.2
74,91,Constant current discharge,Yes,23.6,1882,912.5,9.7,3.2
99,100,Constant current discharge,Yes,24.8,2002,968.7,10.4,3.1
95,100,Constant current discharge,Yes,25,2010,977.1,10.2,3.1
62,93,Constant current discharge,Yes,24.1,1824,912.5,9.8,3.2
62,92,Constant current discharge,Yes,23.6,1859,912.5,9.8,3.2
92,92,Constant current discharge,Yes,23.8,1930,973,9.9,3.2
100,100,Constant current discharge,Yes,24.8,1971,1002.8,10.4,3.1
63,94,Constant current discharge,Yes,23.7,1830,912.5,10,3.2
87,96,Constant current discharge,Yes,24.6,1965,991.8,10.4,3.1
100,99,Constant current discharge,Yes,24.8,2010,971.8,10.3,3.1
94,100,Constant current discharge,Yes,24.9,2010,1020,10.4,3.1
60,91,Constant current discharge,Yes,23.5,1845,912.5,9.5,3.2
70,98,Constant current discharge,Yes,23.9,1897,914.7,9.6,3.2
98,100,Constant current discharge,Yes,25.3,2010,1005.1,10.4,3.1
94,100,Constant current discharge,Yes,25.2,2010,1010.4,10.4,3.1
69,94,Constant current discharge,Yes,24.6,1969,912.5,9.8,3.2
88,99,Constant current discharge,Yes,24.7,1989,1000.8,10.3,3.1
100,99,Constant current discharge,Yes,25.1,2010,988.9,10.4,3.1
56,93,Constant current discharge,Yes,23.9,1844,912.5,10.1,3.2
66,93,Constant current discharge,Yes,23.5,1801,917.7,9.7,3.2
77,92,Constant current discharge,Yes,24.9,1867,917.4,9.6,3.2
85,99,Constant current discharge,Yes,24.4,1866,989.1,10,3.1
62,93,Constant current discharge,Yes,23.5,1988,917.5,9.7,3.2
85,97,Constant current discharge,Yes,25,2001,964.7,10.3,3.1
98,100,Constant current discharge,Yes,25,2010,1000.9,10.4,3.1
67,92,Constant current discharge,Yes,23.6,1861,912.5,9.7,3.2
65,91,Constant current discharge,Yes,23.6,1851,912.5,9.8,3.2
92,98,Constant current discharge,Yes,25.3,1995,985.1,10.4,3.1
70,98,Constant current discharge,Yes,24.3,1860,937.6,10.2,3.2
66,93,Constant current discharge,Yes,23.7,1828,912.5,9.7,3.2
67,100,Constant current discharge,Yes,23.7,1964,932,9.6,3.2
71,94,Constant current discharge,Yes,23.9,1803,929.8,9.8,3.2
68,92,Constant current discharge,Yes,23.6,1819,912.5,9.6,3.2
63,98,Constant current discharge,Yes,24.5,1985,913.1,10.3,3.2
69,94,Constant current discharge,Yes,23.5,1830,912.5,9.6,3.2
67,96,Constant current discharge,Yes,23.8,1947,912.5,10.1,3.2
60,93,Constant current discharge,Yes,23.5,1807,928.2,9.4,3.2
57,94,Constant current discharge,Yes,23.5,1862,912.5,9.5,3.2
68,98,Constant current discharge,Yes,24,1947,923,10,3.2
90,97,Constant current discharge,Yes,24.9,1975,912.6,10.4,3.2
93,98,Constant current discharge,Yes,25.1,2010,990.5,10.1,3.2
100,100,Constant current discharge,Yes,24.9,2010,1002.5,10.4,3.1
58,94,Constant current discharge,Yes,23.5,1873,919,9.6,3.2
67,94,Constant current discharge,Yes,23.6,1845,912.5,9.6,3.2
64,94,Constant current discharge,Yes,23.8,1888,935.5,10.3,3.2
100,99,Constant current discharge,Yes,25,2010,996.6,10.2,3.1
62,94,Constant current discharge,Yes,23.9,1873,926.2,9.7,3.2
90,97,Constant current discharge,Yes,24.7,2005,980.2,10.4,3.1
68,92,Constant current discharge,Yes,23.5,1849,925.7,9.5,3.2
68,98,Constant current discharge,Yes,23.6,1811,971.1,9.7,3.2
68,94,Constant current discharge,Yes,23.5,1862,912.5,9.6,3.2
95,100,Constant current discharge,Yes,25.2,2010,981.9,10.3,3.1
68,93,Constant current discharge,Yes,24.2,1855,925.5,9.8,3.2
93,100,Constant current discharge,Yes,24.8,2010,959.3,9.9,3.2
68,98,Constant current discharge,Yes,23.5,1992,972.1,10,3.2
59,93,Constant current discharge,Yes,23.5,1828,914.6,9.5,3.2
60,92,Constant current discharge,Yes,23.7,1829,942.2,9.6,3.2
86,96,Constant current discharge,Yes,25,1958,918.8,10,3.1
97,99,Constant current discharge,Yes,25.2,2010,993.9,10.3,3.1
62,93,Constant current discharge,Yes,23.6,1919,912.5,9.8,3.2
66,94,Constant current discharge,Yes,23.6,1838,912.5,9.6,3.2
61,97,Constant current discharge,Yes,23.5,1857,912.5,9.5,3.2
95,93,Constant current discharge,Yes,24.7,1908,956.1,10,3.2
94,100,Constant current discharge,Yes,24.4,2009,966.7,10.3,3.2
94,99,Constant current discharge,Yes,24.7,1980,978.6,10,3.2
62,92,Constant current discharge,Yes,23.5,1895,915.9,9.8,3.2
62,96,Constant current discharge,Yes,23.5,1808,967.5,9.6,3.2
95,100,Constant current discharge,Yes,24.8,1988,1014.9,10.2,3.1
71,92,Constant current discharge,Yes,23.5,1842,912.5,9.5,3.2
92,98,Constant current discharge,Yes,24.7,1974,921.3,10.2,3.1
93,98,Constant current discharge,Yes,24.7,2010,1009.1,10.3,3.1
70,91,Constant current discharge,Yes,23.5,1778,912.5,9.5,3.2
94,97,Constant current discharge,Yes,25.1,1961,994.4,10.1,3.2
100,100,Constant current discharge,Yes,25.1,2010,1015.8,10.2,3.1
69,93,Constant current discharge,Yes,23.5,1851,916.3,9.8,3.2
63,94,Constant current discharge,Yes,23.7,1873,912.6,9.8,3.2
95,99,Constant current discharge,Yes,24.9,2010,953.7,10.2,3.2
75,91,Constant current discharge,Yes,23.5,1869,912.5,9.7,3.2
99,97,Constant current discharge,Yes,24.1,1974,985.7,10.4,3.1
56,93,Constant current discharge,Yes,23.8,1843,912.5,9.6,3.2
61,94,Constant current discharge,Yes,23.6,1845,917.3,10.1,3.2
100,99,Constant current discharge,Yes,25.3,2010,1025,10.4,3.1
66,99,Constant current discharge,Yes,23.8,1939,961.4,10.1,3.2
71,97,Constant current discharge,Yes,24.4,1880,912.5,9.7,3.2
100,100,Constant current discharge,Yes,25,2008,987.4,10.3,3.2
60,92,Constant current discharge,Yes,23.8,1852,912.5,10,3.2
62,91,Constant current discharge,Yes,23.8,1839,912.5,10,3.2
